OaSurgeryCostCode,CostCodeandName,_2023_08_01,_2023_09_01,_2023_10_01,_2023_11_01,_2023_12_01,_2024_01_01,_2024_02_01,_2024_03_01,_2024_04_01,_2024_05_01,_2024_06_01,_2024_07_01,_2024_08_01,_2024_09_01,_2024_10_01,_2024_11_01,_2024_12_01,_2025_01_01,_2025_02_01,_2025_03_01,_2025_04_01,_2025_05_01,_2025_06_01,_2025_07_01
8089,8089 Sävedalen,0.9245283018867925,0.9512195121951219,0.75,0.9117647058823529,0.9583333333333334,0.9333333333333333,0.9615384615384616,0.8888888888888888,0.7575757575757576,0.9736842105263158,0.7142857142857143,0.9583333333333334,0.8235294117647058,0.8461538461538461,0.8235294117647058,0.9714285714285714,0.9166666666666666,0.96875,0.9142857142857143,0.65625,0.7586206896551724,0.96,0.9032258064516129,1.0
8090,8090 Åmål,1.0,0.6000000000000001,-1.0,0.0,,1.0,1.0,,1.0,0.6666666666666666,0.8571428571428571,1.0,,0.75,0.7058823529411764,1.0,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8091,8091 Säffle,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,
8092,8092 Örgryte Veterinärklinik,0.8979591836734694,0.8695652173913043,0.6764705882352942,0.7567567567567568,1.0,0.78125,0.8780487804878049,0.8518518518518519,0.9375,0.8627450980392156,0.8214285714285715,0.8181818181818181,0.7931034482758621,0.9310344827586208,0.8974358974358975,0.7708333333333334,0.7391304347826086,0.9722222222222222,0.8214285714285714,0.7317073170731707,0.8857142857142857,0.8444444444444444,0.7826086956521738,0.9285714285714286
8093,8093 Skånes Mitt,1.0,,1.0,1.0,1.0,1.0,0.8,1.0,0.625,0.7,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,0.3333333333333333,0.0,-0.5,1.0,1.0,1.0,1.0
8094,8094 Solsidan,0.88,0.9375,0.8571428571428571,0.9411764705882353,1.0,0.9333333333333333,1.0,0.9,0.7777777777777778,0.5833333333333334,1.0,0.6923076923076923,0.9230769230769231,0.7000000000000001,0.8181818181818181,0.9230769230769231,0.5,0.9230769230769231,0.7142857142857142,0.9,0.5714285714285714,0.9285714285714286,0.9375,1.0
8095,8095 Tyresö,0.7954545454545454,0.7567567567567568,0.87,0.8333333333333334,0.9375,0.9176470588235294,0.8354430379746836,0.9565217391304347,0.9021739130434783,0.8348623853211009,0.7761194029850746,0.8631578947368421,0.8170731707317074,0.9047619047619048,0.8736842105263158,0.9764705882352942,0.7777777777777778,0.819672131147541,0.9285714285714286,0.9016393442622951,0.8153846153846154,0.8028169014084506,0.7826086956521738,0.9130434782608696
8097,8097 Åre,,,,,,,,,,,,,,,,,,,,,1.0,,,
8098,8098 Östersund,,,,,,-1.0,0.8181818181818181,0.25000000000000006,0.4615384615384615,0.7692307692307692,0.14285714285714285,0.75,0.7368421052631579,0.7692307692307692,0.3571428571428572,0.5833333333333334,0.5555555555555556,0.8333333333333334,0.7857142857142857,1.0,0.5625,0.6428571428571429,0.7333333333333334,0.14285714285714285
8099,8099 Sundsvall,,,,,,1.0,0.7083333333333334,0.8,0.75,1.0,0.7,0.8181818181818182,0.8181818181818182,1.0,0.7058823529411764,0.6666666666666667,1.0,0.8,0.7241379310344828,0.9285714285714286,0.625,0.6111111111111112,0.7333333333333334,0.5
8100,8100 Kusthöjden,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,,,
8101,8101 Ejra,,,,,,1.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.8333333333333334,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.4285714285714286,1.0,0.7000000000000001,0.7142857142857143,0.9,0.75,1.0,0.7142857142857142,1.0
8103,8103 Alvik,0.828125,0.7397260273972602,0.8133333333333334,0.9583333333333334,0.8478260869565217,0.8548387096774194,0.8478260869565217,0.8870967741935484,0.8709677419354839,0.8333333333333333,0.8823529411764706,0.9285714285714285,0.6862745098039216,0.8181818181818181,0.7142857142857143,0.875,0.8181818181818182,0.7761194029850746,0.8648648648648649,0.75,0.9024390243902439,0.9302325581395349,0.8666666666666666,0.5333333333333332
8104,8104 Viskadalens Djurklinik,0.9655172413793104,0.8888888888888888,0.9444444444444444,0.9259259259259258,0.8333333333333334,0.9642857142857143,0.7200000000000001,0.7142857142857143,0.9210526315789473,0.7083333333333333,0.9285714285714286,0.8947368421052632,0.8125,0.8888888888888888,0.625,0.9473684210526315,0.9333333333333333,0.9090909090909091,0.6363636363636364,1.0,0.9166666666666666,1.0,0.6,1.0
8105,8105 Varbergs Djurklinik,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.375,1.0,0.875,1.0,0.8571428571428571,0.9411764705882353,1.0,0.8,0.5714285714285714,0.7777777777777778,0.625,0.5,0.5454545454545454,0.9,1.0
8106,8106 Falkenbergs Djurklinik,0.6666666666666666,1.0,1.0,1.0,0.8,,1.0,1.0,1.0,1.0,0.625,1.0,1.0,0.7857142857142857,0.8461538461538463,1.0,0.9,0.6363636363636365,0.896551724137931,0.625,0.6666666666666667,1.0,1.0,1.0
8107,8107 Billdals Djurklinik,0.8648648648648649,0.9117647058823529,0.9523809523809523,0.9411764705882353,0.8181818181818181,0.7941176470588235,1.0,0.8285714285714285,0.9696969696969697,0.8717948717948718,0.8529411764705882,0.7948717948717949,0.7291666666666666,0.9024390243902439,0.8947368421052632,0.9166666666666666,0.8275862068965517,0.8717948717948718,0.9642857142857143,0.8378378378378379,0.9166666666666666,0.9142857142857143,0.8620689655172413,0.9166666666666666
8109,8109 Järfälla Djurklinik AB,,,,,,,,0.6666666666666666,0.9285714285714286,0.6000000000000001,0.5,1.0,0.625,0.7272727272727273,1.0,0.8888888888888888,0.6000000000000001,0.7142857142857143,0.9375,0.8695652173913043,0.7741935483870968,0.7037037037037037,0.6521739130434783,0.7142857142857143
8111,8111 Björkstadens Djurklinik,,,,,,,,,,1.0,0.7719298245614035,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.8620689655172413,0.8666666666666667
8112,8112 Norrtälje Veterinärklinik,,,,,,,,,,1.0,0.9545454545454546,0.8333333333333333,1.0,1.0,0.9047619047619047,0.9411764705882353,1.0,0.75,1.0,0.6,1.0,0.8461538461538461,0.8,
8113,8113 Ljungskile Djurklinik,,,,,,,,,,,,,,,,,,,,0.8913043478260869,0.9333333333333333,1.0,0.9375,1.0
8114,8114 Djurkliniken Farsta Evidensia,,,,,,,,,,,,,,,,,,,0.7083333333333334,0.864406779661017,0.8823529411764706,0.9512195121951219,0.8181818181818181,0.7142857142857142
Grand Total,,0.8372461092060143,0.8215438802465512,0.8218212574006203,0.8311315336013786,0.8311499272197962,0.8293515358361775,0.8206049715483678,0.8330231321457059,0.8214109521460287,0.8190312269486107,0.8196816208393632,0.8037513997760358,0.8176840952641664,0.8269346130773845,0.8136662286465177,0.7999390986601704,0.8068856351404828,0.8132983950212905,0.8246428571428571,0.8181323169071604,0.8259537733221944,0.8123763775077706,0.7745001638806949,0.7971500419111484
